OTUnumber	SAMPLE.271.GP.6.15	SAMPLE.381.MA5.30	SAMPLE.337.GA7.90	SAMPLE.399.MF.II6.30	SAMPLE.393.MP.7.30	SAMPLE.269.GP.5.15	SAMPLE.435.MA8.90	SAMPLE.433.MA7.90	SAMPLE.409.MA7.60	SAMPLE.397.MF.II.5.30	SAMPLE.355.GF.II.8.90	SAMPLE.389.MP.5.30	SAMPLE.415.MP.6.60	SAMPLE.373.MF.II.5.15	SAMPLE.413.MP.5.60	SAMPLE.287.GA6.30	SAMPLE.331.GF.II.8.60	SAMPLE.375.MF.II6.15	SAMPLE.427.MF.II.8.60	SAMPLE.383.MA6.30	SAMPLE.265.GA7.15	SAMPLE.359.MA6.15	SAMPLE.443.MP.8.90	SAMPLE.305.GF.II.7.30	SAMPLE.315.GA8.60	SAMPLE.319.GP.6.60	SAMPLE.349.GF.II.5.90	SAMPLE.371.MP.8.15	SAMPLE.279.GF.II6.15	SAMPLE.407.MA6.60	SAMPLE.431.MA6.90	SAMPLE.451.MF.II.8.90	SAMPLE.281.GF.II.7.15	SAMPLE.303.GF.II6.30	SAMPLE.453.16S.negative	SAMPLE.369.MP.7.15	SAMPLE.439.MP.6.90	SAMPLE.379.MF.II.8.15	SAMPLE.317.GP.5.60	SAMPLE.261.GA5.15	SAMPLE.395.MP.8.30	SAMPLE.387.MA8.30	SAMPLE.339.GA8.90	SAMPLE.385.MA7.30	SAMPLE.325.GF.II.5.60	SAMPLE.351.GF.II6.90	SAMPLE.327.GF.II6.60	SAMPLE.449.MF.II.7.90	SAMPLE.421.MF.II.5.60	SAMPLE.299.GP.8.30	SAMPLE.437.MP.5.90	SAMPLE.307.GF.II.8.30	SAMPLE.277.GF.II.5.15	SAMPLE.401.MF.II.7.30	SAMPLE.357.MA5.15	SAMPLE.417.MP.7.60	SAMPLE.289.GA7.30	SAMPLE.425.MF.II.7.60	SAMPLE.263.GA6.15	SAMPLE.301.GF.II.5.30	SAMPLE.447.MF.II6.90	SAMPLE.429.MA5.90	SAMPLE.273.GP.7.15	SAMPLE.377.MF.II.7.15	SAMPLE.411.MA8.60	SAMPLE.367.MP.6.15	SAMPLE.405.MA5.60	SAMPLE.309.GA5.60	SAMPLE.423.MF.II6.60	SAMPLE.283.GF.II.8.15	SAMPLE.403.MF.II.8.30	SAMPLE.335.GA6.90	SAMPLE.295.GP.6.30	SAMPLE.293.GP.5.30	SAMPLE.329.GF.II.7.60	SAMPLE.347.GP.8.90	SAMPLE.441.MP.7.90	SAMPLE.285.GA5.30	SAMPLE.361.MA7.15	SAMPLE.333.GA5.90	SAMPLE.445.MF.II.5.90	SAMPLE.297.GP.7.30	SAMPLE.321.GP.7.60	SAMPLE.291.GA8.30	SAMPLE.365.MP.5.15	SAMPLE.343.GP.6.90	SAMPLE.341.GP.5.90	SAMPLE.323.GP.8.60	SAMPLE.267.GA8.15	SAMPLE.363.MA8.15	SAMPLE.311.GA6.60	SAMPLE.345.GP.7.90	SAMPLE.391.MP.6.30	SAMPLE.353.GF.II.7.90	SAMPLE.419.MP.8.60	SAMPLE.275.GP.8.15	SAMPLE.313.GA7.60	domain_id	domain_conf	phylum_id	phylum_conf	class_id	class_conf	order_id	order_conf	family_id	family_conf	genus_id	genus_conf
OTU_4154	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	TA06	76.0	TA06_unclassified	76.0	TA06_unclassified	76.0	TA06_unclassified	76.0	TA06_unclassified	76.0
OTU_4155	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Planctomycetes	100.0	Planctomycetacia	100.0	Planctomycetales	100.0	Planctomycetaceae	100.0	Pir4_lineage	98.0
OTU_4156	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	Bacteria	100.0	Firmicutes	76.0	Firmicutes_unclassified	76.0	Firmicutes_unclassified	76.0	Firmicutes_unclassified	76.0	Firmicutes_unclassified	76.0
OTU_4157	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	Bacteria	100.0	Proteobacteria	100.0	Deltaproteobacteria	100.0	Myxococcales	50.0	Myxococcales_unclassified	50.0	Myxococcales_unclassified	50.0
OTU_4158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Chloroflexi	92.0	Ktedonobacteria	73.0	C0119	73.0	C0119_unclassified	73.0	C0119_unclassified	73.0
OTU_4159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	2	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	1	0	1	0	Bacteria	100.0	Planctomycetes	87.0	Phycisphaerae	87.0	CPla-3_termite_group	81.0	CPla-3_termite_group_unclassified	81.0	CPla-3_termite_group_unclassified	81.0
OTU_4160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	96.0	Deltaproteobacteria	95.0	Myxococcales	92.0	Polyangiaceae	51.0	Polyangiaceae_unclassified	51.0
OTU_4161	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	97.0	Candidate_division_OD1	86.0	Candidate_division_OD1_unclassified	86.0	Candidate_division_OD1_unclassified	86.0	Candidate_division_OD1_unclassified	86.0	Candidate_division_OD1_unclassified	86.0
OTU_4162	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	99.0	Cyanobacteria	77.0	ML635J-21	63.0	ML635J-21_unclassified	63.0	ML635J-21_unclassified	63.0	ML635J-21_unclassified	63.0
OTU_4163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Bacteria	100.0	Gemmatimonadetes	100.0	Gemmatimonadetes	100.0	Gemmatimonadales	100.0	Gemmatimonadaceae	100.0	Gemmatimonas	100.0
OTU_4164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	86.0	Proteobacteria	76.0	Alphaproteobacteria	65.0	Rickettsiales	63.0	mitochondria	62.0	mitochondria_unclassified	62.0
OTU_4165	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	98.0	Euryarchaeota	97.0	Thermoplasmata	89.0	Thermoplasmatales	88.0	Thermoplasmatales_unclassified	88.0	Thermoplasmatales_unclassified	88.0
OTU_4166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	91.0	Thaumarchaeota	52.0	Thaumarchaeota_unclassified	52.0	Thaumarchaeota_unclassified	52.0	Thaumarchaeota_unclassified	52.0	Thaumarchaeota_unclassified	52.0
OTU_4167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteria	100.0	Chlorobi	99.0	Ignavibacteria	97.0	Ignavibacteriales	97.0	BSV26	95.0	BSV26_unclassified	95.0
OTU_4168	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Bacteria	100.0	Actinobacteria	100.0	Actinobacteria	100.0	Actinobacteria_unclassified	100.0	Actinobacteria_unclassified	100.0	Actinobacteria_unclassified	100.0
OTU_4169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Firmicutes	100.0	Clostridia	100.0	Clostridiales	100.0	Clostridiaceae_2	91.0	Alkaliphilus	73.0
OTU_4170	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	Archaea	85.0	Euryarchaeota	81.0	Halobacteria	67.0	Halobacteriales	67.0	Deep_Sea_Hydrothermal_Vent_Gp_6	NA	Deep_Sea_Hydrothermal_Vent_Gp_6	NA
OTU_4171	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteria	100.0	Candidate_division_TM7	100.0	Unknown_Class	100.0	Unknown_Order	100.0	Unknown_Family	100.0	Candidatus_Saccharimonas	100.0
OTU_4172	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Archaea	99.0	Euryarchaeota	94.0	Halobacteria	79.0	Halobacteriales	79.0	Deep_Sea_Hydrothermal_Vent_Gp_6	NA	Deep_Sea_Hydrothermal_Vent_Gp_6	NA
OTU_4173	0	5	0	0	0	0	1	0	1	0	0	5	3	0	1	1	0	0	0	0	0	1	0	0	3	0	0	5	0	1	3	1	0	0	0	0	0	0	0	4	5	0	1	1	0	0	0	0	0	1	0	0	0	0	6	0	1	0	1	0	0	0	0	0	2	7	1	1	0	0	1	0	0	0	0	0	2	1	3	1	0	0	0	0	4	0	0	0	0	1	1	0	0	0	0	1	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_4	100.0	Unknown_Family	100.0	Blastocatella	100.0
OTU_4174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	Bacteria	100.0	TM6	100.0	TM6_unclassified	100.0	TM6_unclassified	100.0	TM6_unclassified	100.0	TM6_unclassified	100.0
OTU_4175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteria	100.0	Planctomycetes	100.0	vadinHA49	100.0	vadinHA49_unclassified	100.0	vadinHA49_unclassified	100.0	vadinHA49_unclassified	100.0
OTU_4176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Verrucomicrobia	100.0	Verrucomicrobia_Incertae_Sedis	100.0	Unknown_Order	100.0	Unknown_Family	100.0	Candidatus_Omnitrophus	100.0
OTU_4177	0	0	1	3	1	7	0	0	0	3	0	0	3	6	2	2	1	3	0	0	1	0	0	1	4	0	0	3	1	0	0	2	1	0	0	0	1	0	4	2	1	0	3	0	0	0	0	0	5	3	0	0	0	2	0	0	0	2	0	0	1	0	1	1	1	1	0	0	1	0	3	1	0	7	0	4	0	1	0	0	6	3	12	0	0	0	8	4	0	0	0	4	1	1	0	9	0	Bacteria	100.0	Proteobacteria	100.0	Deltaproteobacteria	100.0	Myxococcales	100.0	Haliangiaceae	85.0	Haliangium	85.0
OTU_4178	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	1	0	3	0	0	1	0	1	0	0	1	0	0	1	0	1	0	3	0	0	3	2	0	1	0	0	2	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	1	1	1	0	0	0	4	0	0	0	0	2	1	0	0	1	1	0	3	1	1	0	0	1	0	0	1	0	0	0	0	0	Bacteria	100.0	Proteobacteria	100.0	Betaproteobacteria	100.0	SC-I-84	98.0	SC-I-84_unclassified	98.0	SC-I-84_unclassified	98.0
OTU_4179	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	Bacteria	95.0	Bacteria_unclassified	95.0	Bacteria_unclassified	95.0	Bacteria_unclassified	95.0	Bacteria_unclassified	95.0	Bacteria_unclassified	95.0
OTU_4180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria	99.0	Planctomycetes	94.0	Planctomycetacia	91.0	Planctomycetales	90.0	Planctomycetaceae	90.0	Planctomycetaceae_unclassified	90.0
OTU_4181	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	Bacteria	100.0	Armatimonadetes	53.0	Armatimonadetes_unclassified	53.0	Armatimonadetes_unclassified	53.0	Armatimonadetes_unclassified	53.0	Armatimonadetes_unclassified	53.0
OTU_4182	0	0	1	0	4	1	0	1	0	0	1	0	2	0	0	0	2	0	0	0	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	3	1	0	3	0	0	1	0	0	3	1	0	0	0	0	1	1	2	0	1	0	0	0	0	2	0	2	2	1	0	2	0	2	0	1	2	1	1	0	1	0	0	1	2	1	0	1	2	0	3	0	0	4	2	2	0	1	1	Bacteria	100.0	Proteobacteria	100.0	Deltaproteobacteria	100.0	Myxococcales	100.0	Haliangiaceae	99.0	Haliangium	99.0
OTU_4183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	100.0	Actinobacteria	100.0	MB-A2-108	100.0	MB-A2-108_unclassified	100.0	MB-A2-108_unclassified	100.0	MB-A2-108_unclassified	100.0
OTU_4184	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria	100.0	TM6	100.0	TM6_unclassified	100.0	TM6_unclassified	100.0	TM6_unclassified	100.0	TM6_unclassified	100.0
OTU_4185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria	100.0	Proteobacteria	100.0	Gammaproteobacteria	100.0	Legionellales	100.0	Coxiellaceae	100.0	Aquicella	100.0
OTU_4186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	Bacteria	100.0	Verrucomicrobia	100.0	OPB35_soil_group	100.0	OPB35_soil_group_unclassified	100.0	OPB35_soil_group_unclassified	100.0	OPB35_soil_group_unclassified	100.0
OTU_4187	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	Bacteria	100.0	Proteobacteria	100.0	Deltaproteobacteria	100.0	Desulfobacterales	100.0	Nitrospinaceae	100.0	Candidatus_Entotheonella	100.0
OTU_4188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	100.0	Gammaproteobacteria	100.0	Legionellales	100.0	Coxiellaceae	100.0	Coxiella	100.0
OTU_4189	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	16	0	1	0	1	0	1	6	2	0	0	1	26	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	9	24	0	2	1	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	8	2	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	3	0	1	0	0	5	0	1	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Acidobacteriales	100.0	Acidobacteriaceae_	NA	Acidobacteriaceae_	NA
OTU_4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteria	96.0	Candidate_division_OD1	82.0	Candidate_division_OD1_unclassified	82.0	Candidate_division_OD1_unclassified	82.0	Candidate_division_OD1_unclassified	82.0	Candidate_division_OD1_unclassified	82.0
OTU_4191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Bacteria	100.0	Planctomycetes	91.0	Planctomycetacia	84.0	Planctomycetales	84.0	Planctomycetaceae	84.0	Planctomycetaceae_unclassified	84.0
OTU_4192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Bacteria	100.0	Armatimonadetes	100.0	Armatimonadia	100.0	Armatimonadales	100.0	Armatimonadales_unclassified	100.0	Armatimonadales_unclassified	100.0
OTU_4193	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	17	0	0	3	1	29	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	5	18	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	1	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	Bacteria	100.0	Planctomycetes	100.0	Phycisphaerae	100.0	WD2101_soil_group	100.0	WD2101_soil_group_unclassified	100.0	WD2101_soil_group_unclassified	100.0
OTU_4194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Bacteria	99.0	Armatimonadetes	57.0	Armatimonadetes_unclassified	57.0	Armatimonadetes_unclassified	57.0	Armatimonadetes_unclassified	57.0	Armatimonadetes_unclassified	57.0
OTU_4195	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	1	0	6	0	0	0	Bacteria	100.0	Verrucomicrobia	100.0	S-BQ2-57_soil_group	100.0	S-BQ2-57_soil_group_unclassified	100.0	S-BQ2-57_soil_group_unclassified	100.0	S-BQ2-57_soil_group_unclassified	100.0
OTU_4196	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Cyanobacteria	100.0	Melainabacteria	100.0	Obscuribacterales	100.0	Obscuribacterales_unclassified	100.0	Obscuribacterales_unclassified	100.0
